"","8"
"Y2006M1",510.38335164388
"Y2006M2",224.283340454102
"Y2006M3",107.150001525879
"Y2006M4",238.600006103516
"Y2006M5",602.300008138021
"Y2006M6",553.63335164388
"Y2006M7",365.450007120768
"Y2006M8",223.700002034505
"Y2006M9",120.033335367839
"Y2006M10",100.050003051758
"Y2006M11",121.483334859212
"Y2006M12",176.333338419596
"Y2007M1",133.850003560384
"Y2007M2",80.6000016530355
"Y2007M3",292.733339945475
"Y2007M4",324.216669718424
"Y2007M5",570.033335367839
"Y2007M6",542.166687011719
"Y2007M7",372.800008138021
"Y2007M8",412.216669718424
"Y2007M9",165.650002797445
"Y2007M10",151.550001780192
"Y2007M11",97.5666681925456
"Y2007M12",450.900009155273
"Y2008M1",253.600003560384
"Y2008M2",461.933344523112
"Y2008M3",234.783335367839
"Y2008M4",204.516670227051
"Y2008M5",467.616673787435
"Y2008M6",427.750005086263
"Y2008M7",422.016672770182
"Y2008M8",256.533335367839
"Y2008M9",123.033334096273
"Y2008M10",147.866668701172
"Y2008M11",155.316670735677
"Y2008M12",628.533340454102
"Y2009M1",485.083333333333
"Y2009M2",191
"Y2009M3",175.65000406901
"Y2009M4",345.966672261556
"Y2009M5",121.550002415975
"Y2009M6",398.700007120768
"Y2009M7",355.600006103516
"Y2009M8",143.300003051758
"Y2009M9",84.9166666666667
"Y2009M10",134.13333384196
"Y2009M11",98.7666676839193
"Y2009M12",202.250005086263
"Y2010M1",104.650001525879
"Y2010M2",184.116668701172
"Y2010M3",156.150001525879
"Y2010M4",385.65000406901
"Y2010M5",531.350016276042
"Y2010M6",344.466674804688
"Y2010M7",506.400014241536
"Y2010M8",297.450002034505
"Y2010M9",145.733336130778
"Y2010M10",124.066669464111
"Y2010M11",182.233337402344
"Y2010M12",301.233337402344
"Y2011M1",199.816670735677
"Y2011M2",442.100011189779
"Y2011M3",549.783350626628
"Y2011M4",99.1833356221517
"Y2011M5",525.533340454102
"Y2011M6",337.283330281576
"Y2011M7",278.200007120768
"Y2011M8",246.583338419596
"Y2011M9",81.6500015258789
"Y2011M10",152.733333587646
"Y2011M11",174.950004577637
"Y2011M12",151.900001525879
"Y2012M1",365.250002543132
"Y2012M2",370.150001525879
"Y2012M3",153.066670735677
"Y2012M4",312.383341471354
"Y2012M5",438.566670735677
"Y2012M6",291.333335876465
"Y2012M7",329.15000406901
"Y2012M8",239.450002034505
"Y2012M9",56.5333340962728
"Y2012M10",61.150000890096
"Y2012M11",102.316668192546
"Y2012M12",217.16667175293
"Y2013M1",89.4666665395101
"Y2013M2",327.216674804688
"Y2013M3",169.28333791097
"Y2013M4",258.183339436849
"Y2013M5",461.483332316081
"Y2013M6",355.000005086263
"Y2013M7",369.800008138021
"Y2013M8",293.500010172526
"Y2013M9",114.050003051758
"Y2013M10",94.466667175293
"Y2013M11",206.41667175293
"Y2013M12",266.583338419596
"Y2014M1",85.9000015258789
"Y2014M2",163.516670227051
"Y2014M3",94.6333357493083
"Y2014M4",134.433336893717
"Y2014M5",211.066670735677
"Y2014M6",386.91667175293
"Y2014M7",225.216672261556
"Y2014M8",202.566670735677
"Y2014M9",63.8000011444092
"Y2014M10",138.65000406901
"Y2014M11",237.383341471354
"Y2014M12",171.816668192546
"Y2015M1",94.2666676839193
"Y2015M2",175.366672515869
"Y2015M3",108.516670227051
"Y2015M4",201.316668192546
"Y2015M5",402.016672770182
"Y2015M6",390.183339436849
"Y2015M7",337.816670735677
"Y2015M8",294.016675313314
"Y2015M9",90.700003306071
"Y2015M10",64.866668065389
"Y2015M11",84.2833347320557
"Y2015M12",98.5500011444092
"Y2016M1",158.000003814697
"Y2016M2",152.600002288818
"Y2016M3",94.9500007629395
"Y2016M4",324.983342488607
"Y2016M5",495.700002034505
"Y2016M6",399.66667175293
"Y2016M7",314.883341471354
"Y2016M8",222.316670735677
"Y2016M9",145.90000406901
"Y2016M10",93.1500002543132
"Y2016M11",94.5833346048991
"Y2016M12",374.883346557617
"Y2017M1",205.13333384196
"Y2017M2",214.90000406901
"Y2017M3",381.083338419596
"Y2017M4",253.200002034505
"Y2017M5",453.466679890951
"Y2017M6",441.283340454102
"Y2017M7",350.66667175293
"Y2017M8",147.133336385091
"Y2017M9",130.666667938232
"Y2017M10",74.3500022888184
"Y2017M11",96.3500010172526
"Y2017M12",145.366669972738
"Y2018M1",227.466669718424
"Y2018M2",87.333335240682
"Y2018M3",190.866668701172
"Y2018M4",291.950002034505
"Y2018M5",489.633341471354
"Y2018M6",470.200007120768
"Y2018M7",418.65000406901
"Y2018M8",173.483334859212
"Y2018M9",212.016670227051
"Y2018M10",64.866668065389
"Y2018M11",110.083335876465
"Y2018M12",110.116667429606
"Y2019M1",153.633337656657
"Y2019M2",142.183336893717
"Y2019M3",75.3000011444092
"Y2019M4",143.18333307902
"Y2019M5",496.600011189779
"Y2019M6",458.750010172526
"Y2019M7",435.183344523112
"Y2019M8",309.616673787435
"Y2019M9",166.766670227051
"Y2019M10",91.3666687011719
"Y2019M11",200.433336893717
"Y2019M12",247.216669718424
