"","7"
"Y2006M1",514.200012207031
"Y2006M2",170.199996948242
"Y2006M3",69.9000015258789
"Y2006M4",58.2000007629395
"Y2006M5",345.300018310547
"Y2006M6",361.600006103516
"Y2006M7",277.5
"Y2006M8",104.900001525879
"Y2006M9",128.699996948242
"Y2006M10",150.199996948242
"Y2006M11",163.300003051758
"Y2006M12",320.5
"Y2007M1",202.600006103516
"Y2007M2",64
"Y2007M3",144.100006103516
"Y2007M4",176.300003051758
"Y2007M5",396.899993896484
"Y2007M6",373.899993896484
"Y2007M7",245.400009155273
"Y2007M8",330.200012207031
"Y2007M9",136.100006103516
"Y2007M10",138.400009155273
"Y2007M11",179.600006103516
"Y2007M12",712.5
"Y2008M1",289.800018310547
"Y2008M2",434.5
"Y2008M3",172.199996948242
"Y2008M4",167.5
"Y2008M5",289.600006103516
"Y2008M6",347.399993896484
"Y2008M7",319.300018310547
"Y2008M8",207.400009155273
"Y2008M9",102.099998474121
"Y2008M10",180.699996948242
"Y2008M11",113.200004577637
"Y2008M12",799.600036621094
"Y2009M1",416
"Y2009M2",181.400009155273
"Y2009M3",89.3000030517578
"Y2009M4",355.700012207031
"Y2009M5",52.2000007629395
"Y2009M6",260.5
"Y2009M7",263.200012207031
"Y2009M8",61.9000015258789
"Y2009M9",84.2000045776367
"Y2009M10",157.5
"Y2009M11",154.100006103516
"Y2009M12",252
"Y2010M1",53
"Y2010M2",40.9000015258789
"Y2010M3",49.9000015258789
"Y2010M4",223.600006103516
"Y2010M5",303.100006103516
"Y2010M6",260.300018310547
"Y2010M7",439.300018310547
"Y2010M8",296.100006103516
"Y2010M9",143.600006103516
"Y2010M10",113.400001525879
"Y2010M11",258.5
"Y2010M12",342.200012207031
"Y2011M1",168
"Y2011M2",359.800018310547
"Y2011M3",392
"Y2011M4",34.7999992370605
"Y2011M5",281.899993896484
"Y2011M6",341.100006103516
"Y2011M7",170.400009155273
"Y2011M8",168.900009155273
"Y2011M9",46.9000015258789
"Y2011M10",193.100006103516
"Y2011M11",206.300003051758
"Y2011M12",239.400009155273
"Y2012M1",405.600006103516
"Y2012M2",340.700012207031
"Y2012M3",115.700004577637
"Y2012M4",143.900009155273
"Y2012M5",379.700012207031
"Y2012M6",206.100006103516
"Y2012M7",277.100006103516
"Y2012M8",154
"Y2012M9",31.3000011444092
"Y2012M10",61.2000007629395
"Y2012M11",134.600006103516
"Y2012M12",296.200012207031
"Y2013M1",90.8000030517578
"Y2013M2",182.199996948242
"Y2013M3",64.3000030517578
"Y2013M4",181
"Y2013M5",402.899993896484
"Y2013M6",294.899993896484
"Y2013M7",306.800018310547
"Y2013M8",260
"Y2013M9",108
"Y2013M10",80.5
"Y2013M11",224.300003051758
"Y2013M12",391.200012207031
"Y2014M1",146.300003051758
"Y2014M2",92.2000045776367
"Y2014M3",73.8000030517578
"Y2014M4",115.099998474121
"Y2014M5",205
"Y2014M6",262.5
"Y2014M7",184.199996948242
"Y2014M8",148.699996948242
"Y2014M9",39
"Y2014M10",92.5999984741211
"Y2014M11",196.800003051758
"Y2014M12",261.399993896484
"Y2015M1",163.699996948242
"Y2015M2",296.800018310547
"Y2015M3",117.800003051758
"Y2015M4",127.300003051758
"Y2015M5",284.399993896484
"Y2015M6",313.300018310547
"Y2015M7",241.699996948242
"Y2015M8",301.600006103516
"Y2015M9",85.0999984741211
"Y2015M10",67.2000045776367
"Y2015M11",180.900009155273
"Y2015M12",307.399993896484
"Y2016M1",267.5
"Y2016M2",99.5999984741211
"Y2016M3",121.800003051758
"Y2016M4",167.699996948242
"Y2016M5",317.100006103516
"Y2016M6",341.800018310547
"Y2016M7",154.699996948242
"Y2016M8",145.300003051758
"Y2016M9",82.9000015258789
"Y2016M10",52.7000007629395
"Y2016M11",85.0999984741211
"Y2016M12",492.800018310547
"Y2017M1",238
"Y2017M2",298.600006103516
"Y2017M3",175.800003051758
"Y2017M4",155.900009155273
"Y2017M5",274.700012207031
"Y2017M6",339.399993896484
"Y2017M7",260
"Y2017M8",86.5999984741211
"Y2017M9",117.300003051758
"Y2017M10",91.5999984741211
"Y2017M11",203.100006103516
"Y2017M12",326.200012207031
"Y2018M1",237.699996948242
"Y2018M2",130
"Y2018M3",122
"Y2018M4",156.300003051758
"Y2018M5",317.100006103516
"Y2018M6",347.899993896484
"Y2018M7",279.100006103516
"Y2018M8",109
"Y2018M9",131.600006103516
"Y2018M10",25.1000003814697
"Y2018M11",151.100006103516
"Y2018M12",115.099998474121
"Y2019M1",237.800003051758
"Y2019M2",90.7000045776367
"Y2019M3",12.1999998092651
"Y2019M4",92
"Y2019M5",316.600006103516
"Y2019M6",296.700012207031
"Y2019M7",388.700012207031
"Y2019M8",197
"Y2019M9",168.300003051758
"Y2019M10",61
"Y2019M11",122.099998474121
"Y2019M12",431.200012207031
