"","1"
"Y2006M1",381.228576660156
"Y2006M2",151.242860521589
"Y2006M3",68.2428577968052
"Y2006M4",62.5857146126883
"Y2006M5",276.871434892927
"Y2006M6",338.285723005022
"Y2006M7",298.400006975446
"Y2006M8",144.714285714286
"Y2006M9",193.300000871931
"Y2006M10",196.84286063058
"Y2006M11",176.085715157645
"Y2006M12",261.442863464355
"Y2007M1",165.742859976632
"Y2007M2",53.9285738808768
"Y2007M3",109.742859976632
"Y2007M4",158.485717228481
"Y2007M5",282.928581237793
"Y2007M6",378.842862810407
"Y2007M7",244.114288330078
"Y2007M8",407.742867606027
"Y2007M9",177.028573172433
"Y2007M10",152.728574480329
"Y2007M11",171.04285975865
"Y2007M12",540.114299229213
"Y2008M1",243.128568376814
"Y2008M2",318.914288112095
"Y2008M3",151.957142421177
"Y2008M4",147.814288548061
"Y2008M5",227.20000239781
"Y2008M6",337.871431623186
"Y2008M7",293.957146780831
"Y2008M8",268.600006103516
"Y2008M9",131.300003051758
"Y2008M10",215.428571428571
"Y2008M11",149.028573172433
"Y2008M12",519.557157244001
"Y2009M1",346.585724966867
"Y2009M2",152.571434020996
"Y2009M3",84.0428597586496
"Y2009M4",330.014295305525
"Y2009M5",67.5
"Y2009M6",267.228578839983
"Y2009M7",272.242863246373
"Y2009M8",91.9000015258789
"Y2009M9",113.614286150251
"Y2009M10",176.557146344866
"Y2009M11",131.128572736468
"Y2009M12",190.814290727888
"Y2010M1",50.8571444920131
"Y2010M2",38.5285715375628
"Y2010M3",49.1142869676862
"Y2010M4",203.714288984026
"Y2010M5",272.100003923689
"Y2010M6",279.614290509905
"Y2010M7",424.528573172433
"Y2010M8",354.928580147879
"Y2010M9",229.728576660156
"Y2010M10",146.100001743862
"Y2010M11",285.614288330078
"Y2010M12",304.414289202009
"Y2011M1",186.614286150251
"Y2011M2",273.842861720494
"Y2011M3",258.928576878139
"Y2011M4",55.728572845459
"Y2011M5",225.514292035784
"Y2011M6",340.500002179827
"Y2011M7",183.271429879325
"Y2011M8",165.642859322684
"Y2011M9",90.2285723005022
"Y2011M10",229.142861502511
"Y2011M11",218.67143031529
"Y2011M12",221.871434892927
"Y2012M1",332.942861284528
"Y2012M2",275.128576006208
"Y2012M3",136.071430751256
"Y2012M4",126.614286695208
"Y2012M5",307.400002615792
"Y2012M6",216.857147216797
"Y2012M7",257.199999128069
"Y2012M8",171.400002615792
"Y2012M9",68.4571429661342
"Y2012M10",106.085716247559
"Y2012M11",139.414289202009
"Y2012M12",281.485722133092
"Y2013M1",95.8857165745327
"Y2013M2",139.071431841169
"Y2013M3",62.8428584507533
"Y2013M4",209.614290509905
"Y2013M5",321.057148524693
"Y2013M6",306.614290509905
"Y2013M7",294.485719953264
"Y2013M8",286.742863246373
"Y2013M9",169.700003487723
"Y2013M10",115.971431187221
"Y2013M11",200.642859322684
"Y2013M12",317.071432931083
"Y2014M1",87.542858668736
"Y2014M2",58.3285718645368
"Y2014M3",31.8571439470564
"Y2014M4",81.985714503697
"Y2014M5",100.34285736084
"Y2014M6",192.871431623186
"Y2014M7",125.85714503697
"Y2014M8",150.957144601004
"Y2014M9",80.1285721915109
"Y2014M10",120.871431623186
"Y2014M11",225.557148524693
"Y2014M12",178.485716683524
"Y2015M1",100.51428604126
"Y2015M2",336.71429334368
"Y2015M3",95.3571444920131
"Y2015M4",97.0142871311733
"Y2015M5",197.457145690918
"Y2015M6",275.257152012416
"Y2015M7",221.085715157645
"Y2015M8",413.414289202009
"Y2015M9",104.342858450753
"Y2015M10",51.2571432931083
"Y2015M11",182.35714503697
"Y2015M12",255.728576660156
"Y2016M1",166.057145254953
"Y2016M2",61.114287512643
"Y2016M3",103.285714285714
"Y2016M4",170.971432277134
"Y2016M5",266.142861502511
"Y2016M6",316.857151576451
"Y2016M7",83.0714302062988
"Y2016M8",155.52857535226
"Y2016M9",109.642857142857
"Y2016M10",95.3285740443638
"Y2016M11",98.028573172433
"Y2016M12",389.471431187221
"Y2017M1",182.300001961844
"Y2017M2",215.671429225377
"Y2017M3",136.071430206299
"Y2017M4",132.014285496303
"Y2017M5",212.971429007394
"Y2017M6",302.885722569057
"Y2017M7",267.728576660156
"Y2017M8",140.771430969238
"Y2017M9",171.20000566755
"Y2017M10",139.314286368234
"Y2017M11",186.785716465541
"Y2017M12",271.142857142857
"Y2018M1",198.614288330078
"Y2018M2",105.800001961844
"Y2018M3",103.285714285714
"Y2018M4",142.857142857143
"Y2018M5",251.385717119489
"Y2018M6",314.442860194615
"Y2018M7",283.428571428571
"Y2018M8",158.828574044364
"Y2018M9",188.471431187221
"Y2018M10",81.6714297703334
"Y2018M11",161.157143729074
"Y2018M12",124.957144601004
"Y2019M1",173.985719408308
"Y2019M2",83.0428581237793
"Y2019M3",34.3000005994524
"Y2019M4",94.5857162475586
"Y2019M5",250.714285714286
"Y2019M6",290.642861502511
"Y2019M7",349.20000566755
"Y2019M8",229.014288766044
"Y2019M9",220.100001743862
"Y2019M10",98.1428593226841
"Y2019M11",143.114288330078
"Y2019M12",336.985724312919
