"date","t-12","t-11","t-10","t-9","t-8","t-7","t-6","t-5","t-4","t-3","t-2","t-1","t","t.final"
"2010-09",707,761,710,1024,912,812,923,858,923,978,830,844,545,672
"2010-10",761,710,1024,912,812,923,860,923,979,836,844,672,479,624
"2010-11",710,1024,915,813,923,860,923,979,836,845,672,624,565,717
"2010-12",1024,916,814,923,860,923,979,836,845,672,624,716,770,1032
"2011-01",916,814,923,860,923,979,836,845,672,624,717,1032,711,913
"2011-02",814,923,860,923,979,836,845,672,624,717,1032,913,463,706
"2011-03",923,860,923,979,836,845,672,624,717,1032,913,705,676,819
"2011-04",860,923,979,836,845,672,624,717,1032,913,705,819,570,824
"2011-05",923,979,836,845,672,624,717,1032,913,706,819,823,898,1029
"2011-06",979,836,845,672,624,717,1032,913,706,819,823,1029,914,1102
"2011-07",836,845,672,624,717,1032,913,706,819,823,1029,1101,790,1036
"2011-08",845,672,624,717,1032,913,706,819,823,1029,1102,1035,1123,1312
"2011-09",672,624,717,1032,913,706,819,823,1029,1102,1036,1312,952,1206
"2011-10",624,717,1032,913,706,819,823,1029,1102,1036,1312,1206,904,1274
"2011-11",717,1032,913,706,819,824,1029,1102,1036,1312,1206,1272,571,1163
"2011-12",1032,913,706,819,824,1029,1102,1036,1312,1206,1272,1162,1066,1605
"2012-01",913,706,819,824,1029,1102,1036,1312,1206,1272,1162,1605,1194,1547
"2012-02",706,819,824,1029,1102,1036,1312,1206,1274,1163,1605,1420,636,1012
"2012-03",819,824,1029,1102,1036,1312,1206,1274,1163,1605,1420,1009,696,941
"2012-04",824,1029,1102,1036,1312,1206,1274,1163,1605,1420,1010,940,756,1068
"2012-05",1029,1102,1036,1312,1206,1274,1163,1605,1420,1011,940,1066,867,1079
"2012-06",1102,1036,1312,1206,1274,1163,1605,1420,1011,940,1066,1076,757,985
"2012-07",1036,1312,1206,1274,1163,1605,1546,1011,940,1067,1077,985,979,1102
"2012-08",1312,1206,1274,1163,1605,1546,1012,940,1067,1078,985,1101,912,1159
"2012-09",1206,1274,1163,1605,1546,1012,941,1068,1078,985,1101,1159,396,1063
"2012-10",1274,1163,1605,1547,1012,941,1068,1078,985,1102,1159,1063,1054,1261
"2012-11",1163,1605,1547,1012,941,1068,1078,985,1102,1159,1063,1258,781,1380
"2012-12",1605,1547,1012,941,1068,1079,985,1102,1159,1063,1261,1380,1115,1697
"2013-01",1547,1012,941,1068,1079,985,1102,1159,1063,1261,1380,1697,1233,1670
"2013-02",1012,941,1068,1079,985,1102,1159,1063,1261,1380,1697,1669,769,1375
"2013-03",941,1068,1079,985,1102,1159,1063,1261,1380,1697,1669,1366,838,1330
"2013-04",1068,1079,985,1102,1159,1063,1261,1380,1697,1670,1374,1329,1070,1368
"2013-05",1079,985,1102,1159,1063,1261,1380,1697,1670,1374,1329,1367,635,1161
"2013-06",985,1102,1159,1063,1261,1380,1697,1670,1374,1330,1368,1161,468,946
"2013-07",1102,1159,1063,1261,1380,1697,1670,1374,1330,1368,1161,945,630,955
"2013-08",1159,1063,1261,1380,1697,1670,1374,1330,1368,1161,946,954,536,768
"2013-09",1063,1261,1380,1697,1670,1375,1330,1368,1161,946,955,751,166,700
"2013-10",1261,1380,1697,1670,1375,1330,1368,1161,946,955,751,166,0,596
"2013-11",1380,1697,1670,1375,1330,1368,1161,946,955,768,166,0,0,512
"2013-12",1697,1670,1375,1330,1368,1161,946,955,768,253,0,0,0,583
"2014-01",1670,1375,1330,1368,1161,946,955,768,700,596,439,0,0,534
"2014-02",1375,1330,1368,1161,946,955,768,700,596,512,583,534,268,343
"2014-03",1330,1368,1161,946,955,768,700,596,512,583,534,343,261,359
"2014-04",1368,1161,946,955,768,700,596,512,583,534,343,359,264,339
"2014-05",1161,946,955,768,700,596,512,583,534,343,359,272,152,328
"2014-06",946,955,768,700,596,512,583,534,343,359,272,297,259,376
"2014-07",955,768,700,596,512,583,534,343,359,272,303,372,197,315
"2014-08",768,700,596,512,583,534,343,359,327,324,376,315,200,271
"2014-09",700,596,512,583,534,343,359,338,328,376,315,271,223,310
"2014-10",596,512,583,534,343,359,338,328,376,315,271,309,201,253
"2014-11",512,583,534,343,359,338,328,376,315,271,310,253,167,217
"2014-12",583,534,343,359,338,328,376,315,271,310,253,217,178,302
"2015-01",534,343,359,338,328,376,315,271,310,253,217,237,0,274
"2015-02",343,359,338,328,376,315,271,310,253,217,302,272,26,221
"2015-03",359,338,328,376,315,271,310,253,217,302,272,220,0,224
"2015-04",338,328,376,315,271,310,253,217,302,272,220,224,182,229
"2015-05",328,376,315,271,310,253,217,302,272,220,224,227,62,197
"2015-06",376,315,271,310,253,217,302,272,220,224,227,194,103,224
"2015-07",315,271,310,253,217,302,272,220,224,227,195,224,25,198
"2015-08",271,310,253,217,302,272,220,224,229,197,224,198,142,217
"2015-09",310,253,217,302,272,220,224,229,197,224,198,217,190,213
"2015-10",253,217,302,272,220,224,229,197,224,198,217,208,131,170
"2015-11",217,302,273,220,224,229,197,224,198,217,208,161,180,197
"2015-12",302,273,220,224,229,197,224,198,217,208,161,190,67,171
"2016-01",273,220,224,229,197,224,198,217,208,161,190,67,0,264
"2016-02",221,224,229,197,224,198,217,213,165,192,109,82,0,256
"2016-03",224,229,197,224,198,217,213,170,197,171,264,255,184,284
"2016-04",229,197,224,198,217,213,170,197,171,264,255,279,192,256
"2016-05",197,224,198,217,213,170,197,171,264,255,283,255,197,270
"2016-06",224,198,217,213,170,197,171,264,255,283,255,262,163,222
"2016-07",198,217,213,170,197,171,264,255,283,255,270,222,164,224
"2016-08",217,213,170,197,171,264,255,283,255,270,222,215,180,206
"2016-09",213,170,197,171,264,256,284,256,270,222,224,206,153,189
"2016-10",170,197,171,264,256,284,256,270,222,224,206,182,116,163
"2016-11",197,171,264,256,284,256,270,222,224,206,187,163,130,155
"2016-12",171,264,256,284,256,270,222,224,206,189,163,155,158,208
"2017-01",264,256,284,256,270,222,224,206,189,163,155,208,212,285
"2017-02",256,284,256,270,222,224,206,189,163,155,208,281,171,203
"2017-03",284,256,270,222,224,206,189,163,155,208,283,202,158,209
"2017-04",256,270,222,224,206,189,163,155,208,285,202,206,136,223
"2017-05",270,222,224,206,189,163,155,208,285,202,208,217,86,245
"2017-06",222,224,206,189,163,155,208,285,202,208,219,243,172,230
"2017-07",224,206,189,163,155,208,285,202,208,222,245,229,143,227
"2017-08",206,189,163,155,208,285,202,208,223,245,229,221,137,243
"2017-09",189,163,155,208,285,202,208,223,245,229,221,241,155,212
"2017-10",163,155,208,285,203,209,223,245,230,223,243,212,199,219
"2017-11",155,208,285,203,209,223,245,230,223,243,212,219,132,231
"2017-12",208,285,203,209,223,245,230,225,243,212,219,231,132,280
"2018-01",285,203,209,223,245,230,225,243,212,219,231,280,270,316
"2018-02",203,209,223,245,230,225,243,212,219,231,280,315,159,227
"2018-03",209,223,245,230,225,243,212,219,231,280,315,227,171,224
"2018-04",223,245,230,225,243,212,219,231,280,315,227,219,164,276
"2018-05",245,230,225,243,212,219,231,280,315,227,224,275,161,287
"2018-06",230,225,243,212,219,231,280,315,227,224,275,287,207,286
"2018-07",227,243,212,219,231,280,315,227,224,275,287,275,236,286
"2018-08",243,212,219,231,280,315,227,224,275,287,275,280,110,213
"2018-09",212,219,231,280,315,227,224,275,287,275,280,189,175,230
"2018-10",219,231,280,316,227,224,276,287,286,286,213,228,155,241
"2018-11",231,280,316,227,224,276,287,286,286,213,228,232,149,205
"2018-12",280,316,227,224,276,287,286,286,213,229,241,204,135,253
"2019-01",316,227,224,276,287,286,286,213,229,241,205,253,238,292
"2019-02",227,224,276,287,286,286,213,229,241,205,253,280,136,192
"2019-03",224,276,287,286,286,213,229,241,205,253,292,192,149,210
"2019-04",276,287,286,286,213,229,241,205,253,292,192,210,154,258
"2019-05",287,286,286,213,229,241,205,253,292,192,210,248,143,281
"2019-06",286,286,213,229,241,205,253,292,192,210,258,278,182,284
"2019-07",286,213,229,241,205,253,292,192,210,258,278,261,113,287
"2019-08",213,229,241,205,253,292,192,210,258,280,284,287,185,268
"2019-09",229,241,205,253,292,192,210,258,280,284,287,259,180,270
"2019-10",241,205,253,292,192,210,258,280,284,287,268,270,146,200
"2019-11",205,253,292,192,210,258,281,284,287,268,270,184,140,191
"2019-12",253,292,192,210,258,281,284,287,268,270,200,182,87,206
