"date","t-12","t-11","t-10","t-9","t-8","t-7","t-6","t-5","t-4","t-3","t-2","t-1","t","t.final"
"2012-10",0,0,0,0,0,0,0,9,48,65,13,0,0,73
"2012-11",0,0,0,0,2,1,11,48,77,73,24,0,0,118
"2012-12",0,0,4,3,1,12,48,77,74,77,69,100,32,113
"2013-01",0,4,3,1,13,48,77,74,77,73,118,103,0,155
"2013-02",4,3,1,13,48,77,74,77,73,118,113,146,5,113
"2013-03",3,1,13,48,77,74,77,73,118,113,151,93,33,148
"2013-04",1,13,48,77,74,77,73,118,113,151,107,123,0,200
"2013-05",13,48,77,74,77,73,118,113,151,107,141,73,0,182
"2013-06",48,77,74,77,73,118,113,151,109,145,191,149,44,109
"2013-07",77,74,77,73,118,113,151,109,145,191,149,44,0,113
"2013-08",74,77,73,118,113,152,111,148,200,179,109,86,0,109
"2013-09",77,73,118,113,152,111,148,200,179,109,113,98,15,73
"2013-10",73,118,113,152,111,148,200,179,109,113,109,73,6,60
"2013-11",118,113,152,111,148,200,179,109,113,109,73,19,0,87
"2013-12",113,152,111,148,200,179,109,113,109,73,35,0,0,90
"2014-01",155,113,148,200,182,109,113,109,73,60,87,82,0,121
"2014-02",113,148,200,182,109,113,109,73,60,87,90,72,0,104
"2014-03",148,200,182,109,113,109,73,60,87,90,114,88,12,115
"2014-04",200,182,109,113,109,73,60,87,90,115,96,50,0,73
"2014-05",182,109,113,109,73,60,87,90,115,96,50,0,0,98
"2014-06",109,113,109,73,60,87,90,115,103,114,73,91,9,111
"2014-07",113,109,73,60,87,90,115,103,114,73,91,9,0,67
"2014-08",109,73,60,87,90,115,104,115,73,97,101,37,2,65
"2014-09",73,60,87,90,115,104,115,73,97,111,38,2,0,51
"2014-10",60,87,90,116,104,115,73,98,111,67,65,36,6,60
"2014-11",87,90,116,104,115,73,98,111,67,65,37,6,0,61
"2014-12",90,120,104,115,73,98,111,67,65,50,60,43,0,71
"2015-01",121,104,115,73,98,111,67,65,51,60,61,59,0,107
"2015-02",104,115,73,98,111,67,65,51,60,61,59,0,0,49
"2015-03",115,73,98,111,67,65,51,60,61,71,104,27,0,64
"2015-04",73,98,111,67,65,51,60,61,71,105,32,0,0,44
"2015-05",98,111,67,65,51,60,61,71,105,32,0,0,0,53
"2015-06",111,67,65,51,60,61,71,105,47,57,35,15,0,70
"2015-07",67,65,51,60,61,71,106,49,63,44,53,69,5,101
"2015-08",65,51,60,61,71,106,49,63,44,53,70,80,1,72
"2015-09",51,60,61,71,106,49,63,44,53,70,100,61,15,126
"2015-10",60,61,71,106,49,63,44,53,70,100,71,102,0,145
"2015-11",61,71,106,49,63,44,53,70,100,71,107,0,0,166
"2015-12",71,106,49,63,44,53,70,101,71,126,123,20,0,130
"2016-01",107,49,64,44,53,70,101,72,126,145,166,103,0,126
"2016-02",49,64,44,53,70,101,72,126,145,166,122,0,0,93
"2016-03",64,44,53,70,101,72,126,145,166,130,119,62,0,81
"2016-04",44,53,70,101,72,126,145,166,130,126,93,31,0,81
"2016-05",53,70,101,72,126,145,166,130,126,93,71,23,0,60
"2016-06",70,101,72,126,145,166,130,126,93,78,80,57,30,58
"2016-07",101,72,126,145,166,130,126,93,78,80,57,53,0,48
"2016-08",72,126,145,166,130,126,93,78,80,57,53,40,0,27
"2016-09",126,145,166,130,126,93,79,80,60,55,44,23,1,4
"2016-10",145,166,130,126,93,79,80,60,55,44,23,1,0,3
"2016-11",166,130,126,93,79,80,60,55,44,23,1,0,0,5
"2016-12",130,126,93,79,80,60,58,48,26,4,2,2,11,26
"2017-01",126,93,79,80,60,58,48,27,4,3,5,23,0,26
"2017-02",93,79,80,60,58,48,27,4,3,5,24,0,0,20
"2017-03",81,81,60,58,48,27,4,3,5,26,25,18,1,19
"2017-04",81,60,58,48,27,4,3,5,26,25,18,1,0,14
"2017-05",60,58,48,27,4,3,5,26,26,18,19,14,6,20
"2017-06",58,48,27,4,3,5,26,26,18,19,14,6,0,17
"2017-07",48,27,4,3,5,26,26,18,19,14,19,10,0,6
"2017-08",27,4,3,5,26,26,18,19,14,19,15,5,4,8
"2017-09",4,3,5,26,26,18,19,14,20,15,5,4,4,23
"2017-10",3,5,26,26,20,19,14,20,15,5,5,23,5,33
"2017-11",5,26,26,20,19,14,20,17,6,5,23,30,14,26
"2017-12",26,26,20,19,14,20,17,6,8,23,32,26,7,55
"2018-01",26,20,19,14,20,17,6,8,23,32,26,7,0,1
"2018-02",20,19,14,20,17,6,8,23,33,26,55,0,0,13
"2018-03",19,14,20,17,6,8,23,33,26,55,0,0,0,12
"2018-04",14,20,17,6,8,23,33,26,55,0,0,0,0,37
"2018-05",20,17,6,8,23,33,26,55,1,12,11,28,26,56
"2018-06",17,6,8,23,33,26,55,1,12,11,33,47,14,63
"2018-07",6,8,23,33,26,55,1,13,12,36,51,53,28,63
"2018-08",8,23,33,26,55,1,13,12,36,54,60,58,10,32
"2018-09",23,33,26,55,1,13,12,36,54,60,60,19,14,41
"2018-10",33,26,55,1,13,12,36,54,60,60,25,27,0,42
"2018-11",26,55,1,13,12,36,54,60,63,30,34,36,1,86
"2018-12",55,1,13,12,37,56,62,63,30,40,39,72,10,68
"2019-01",1,13,12,37,56,63,63,32,41,42,86,53,0,89
"2019-02",13,12,37,56,63,63,32,41,42,86,53,0,0,62
"2019-03",12,37,56,63,63,32,41,42,86,67,62,27,0,62
"2019-04",37,56,63,63,32,41,42,86,67,63,49,38,11,69
"2019-05",56,63,63,32,41,42,86,67,71,50,47,45,8,63
"2019-06",63,63,32,41,42,86,68,87,62,61,68,61,16,68
"2019-07",63,32,41,42,86,68,88,62,62,69,62,50,15,71
"2019-08",32,41,42,86,68,88,62,62,69,63,54,46,8,57
"2019-09",41,42,86,68,88,62,62,69,63,58,54,46,22,63
"2019-10",42,86,68,88,62,62,69,63,65,65,49,49,15,67
"2019-11",86,68,88,62,62,69,63,65,65,53,51,46,3,42
"2019-12",68,88,62,62,69,63,65,66,54,57,66,34,5,63
